foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,matching_score,cleaned_name_pred
Waterfall Health Farms Cc,South Africa,2020,South Africa,ZAF,Waterfall Health Farms Cc,1351_ZAF,100,Shanghai Xinbang International Trading
H V Advanced Materials India Private L,India,2020,India,IND,H V Advanced Materials India Private L,8610_IND,100,Shanghai Xinbang International Trading
Synclayer,Japan,2020,Japan,JPN,Synclayer,5463_JPN,100,Shanghai Xinbang International Trading
Automech Eng Llc,United Arab Emirates,2019,United Arab Emirates,ARE,Automech Eng Llc,3565_ARE,0,Shanghai Xinbang International Trading
Crustacea Seafood Co.,United States,2019,United States,USA,Crustacea Seafood Co,5014_USA,0,Shanghai Xinbang International Trading
Schneiderelectrictelfordtd,United Kingdom,2020,United Kingdom,GBR,Schneiderelectrictelfordtd,6147_GBR,0,Shanghai Xinbang International Trading
Nanchang Maixiang Technology,China,2020,China,CHN,Nanchang Maixiang Technology,56694_CHN,0,Shanghai Xinbang International Trading
"Bluestar China Co., Ltd.",Hong Kong,2019,Hong Kong,HKG,"Bluestar China Co, Ltd",9753_HKG,100,Shanghai Xinbang International Trading
Zhangjiagang Zhaoqi Imp. Exp. L,China,2019,China,CHN,Zhangjiagang Weis Imp Exp,5968_CHN,81,Shanghai Xinbang International Trading
Sanplast S A,Poland,2020,Poland,POL,Sanplast Sa,212_POL,87,Shanghai Xinbang International Trading
Virginia Dare,United States,2020,United States,USA,Virginia Dare,8061_USA,100,Shanghai Xinbang International Trading
Smiggle Hk Ltd.,Hong Kong,2019,Hong Kong,HKG,Sml Hk Ltd,6421_HKG,83,Shanghai Xinbang International Trading
Yun San Corporation,Taiwan,2020,Taiwan,TWN,Scan D Corporation,119_TWN,81,Shanghai Xinbang International Trading
Kraemer Baumaschinen Gmb H Kg,Germany,2019,Germany,DEU,Kraemer Baumaschinen Gmb H Kg,10062_DEU,0,Shanghai Xinbang International Trading
Jvckenwood Service Yokosuka Reinyu Center,Japan,2020,Japan,JPN,Jvckenwood Service Yokosuka Reinyu Center,5046_JPN,0,Shanghai Xinbang International Trading
Zeya Chemicals Haimen,China,2019,China,CHN,Zeya Chemicals Haimen,29845_CHN,0,Shanghai Xinbang International Trading
Henan Gengli Imp. Exp. Trading C,China,2019,China,CHN,Henan Liangtai Imp Exp Trading,867_CHN,83,Shanghai Xinbang International Trading
Jiajun Logistics Equipment Taicang,China,2020,China,CHN,Jiajun Logistics Equipment Taicang,25610_CHN,0,Shanghai Xinbang International Trading
Lemnos Foods,Australia,2019,Australia,AUS,Lemnos Foods,6295_AUS,0,Shanghai Xinbang International Trading
Diagnostic Grifols,Spain,2020,Spain,ESP,Co Diagnostic Grifols S A,1647_ESP,84,Shanghai Xinbang International Trading
Heynen Systems Bv10 44,Netherlands,2020,Netherlands,NLD,Heynen Systems Bv,1044_NLD,87,Shanghai Xinbang International Trading
"Yutaka Pte., Ltd.",Singapore,2020,Singapore,SGP,"Yukin Pte, Ltd",1759_SGP,83,Shanghai Xinbang International Trading
Salim Wazaran Abu Alata,Egypt,2020,Egypt,EGY,Salim Wazaran Abu Alatta,9_EGY,98,Shanghai Xinbang International Trading
Guangzhou Sunda International Trading,China,2020,China,CHN,Guangzhou Hanyuan International Tradingcompany,229_CHN,82,Shanghai Xinbang International Trading
Foreign Trade Of Suzhou New Hitec,China,2020,China,CHN,Foreign Trade Of Suzhou New Hitec,12479_CHN,0,Shanghai Xinbang International Trading
Amurskaya Lesopromyshelnnaya Kompaniya Ltd.,Russia,2020,Russia,RUS,Amurskaya Lesopromyshelnnaya Kompaniya Ltd,1079_RUS,0,Shanghai Xinbang International Trading
Ts Power,China,2020,China,CHN,Tbb Power,13806_CHN,82,Shanghai Xinbang International Trading
Shandong Huayang Pesticide Chemical Indu,China,2020,China,CHN,Shandong Huayang Pesticide Chemical Indu,26660_CHN,0,Shanghai Xinbang International Trading
"S.G.S Imp. Exp. Co., Ltd.",Thailand,2019,Thailand,THA,"Sbs Imp & Exp Co, Ltd",1995_THA,90,Shanghai Xinbang International Trading
Dulon Korea Coporation,China,2020,China,CHN,Dulon Korea Corporation,19504_CHN,98,Shanghai Xinbang International Trading
Aboutyougmbh,Germany,2019,Germany,DEU,Aboutyougmbh,1289_DEU,0,Shanghai Xinbang International Trading
Tianyou Sailing International Pte,Singapore,2020,Singapore,SGP,Tianyou Sailing International Pte,11297_SGP,0,Shanghai Xinbang International Trading
Atrakchi General Trading,Canada,2020,Canada,CAN,Atrakchi General Trading,1761_CAN,0,Shanghai Xinbang International Trading
The Talbots,United States,2020,United States,USA,The Talbots,41_USA,0,Shanghai Xinbang International Trading
Poco Graphite Inc.,United States,2020,United States,USA,Poco Graphite Inc,18801_USA,100,Shanghai Xinbang International Trading
Global Metcorp Ltd.,United Kingdom,2020,United Kingdom,GBR,Global Metcorp Ltd,3925_GBR,100,Shanghai Xinbang International Trading
York Ville Sound (Pickering),Canada,2019,Canada,CAN,York Ville Sound (Pickering),172_CAN,100,Shanghai Xinbang International Trading
Newfish S L,Spain,2019,Spain,ESP,Newfish S L,645_ESP,0,Shanghai Xinbang International Trading
Yi Da Vietnam Ltd.,Vietnam,2020,Vietnam,VNM,Daiwa Vietnam Ltd,1005_VNM,82,Shanghai Xinbang International Trading
Mark Electronics Hk,Hong Kong,2019,Hong Kong,HKG,Maxson Electronics Hk,2851_HKG,85,Shanghai Xinbang International Trading
Hoshizaki Suzhou,China,2020,China,CHN,Hoshizaki Suzhou,4679_CHN,100,Shanghai Xinbang International Trading
H T Corporation,Hong Kong,2019,Hong Kong,HKG,A G Corporation,7833_HKG,87,Sampo Corporation
Sinterama Yarns Dongguan,China,2020,China,CHN,Sinterama Yarns Dongguan,6852_CHN,100,Shanghai Xinbang International Trading
H M Hennes Mauritz 7648 Dept H M Sweden Buying,Sweden,2020,Sweden,SWE,H M Hennes Mauritz 3709 Dept H M Sweden Buying,96_SWE,93,Shanghai Xinbang International Trading
Zhangjiagang Huanyu Pharmaceutical Equip,China,2020,China,CHN,Zhangjiang Huanyu Pharmaceutical Equipment,9770_CHN,93,Shanghai Xinbang International Trading
Setsco Services,Singapore,2020,Singapore,SGP,Setsco Service Pte,1665_SGP,85,Shanghai Xinbang International Trading
Shenzhen Neofibo Technology,China,2020,China,CHN,Shenzhen Gogummi Technology,2094_CHN,81,Shenzhen Embest Technology
Ekol Logistics,Ukraine,2020,Ukraine,UKR,Ekol Logistics,18_UKR,0,Shanghai Xinbang International Trading
Carsac Ltd. Room 1128 Block B,Hong Kong,2019,Hong Kong,HKG,Carsac Ltd Room 1128 Block B,2145_HKG,0,Shanghai Xinbang International Trading
Omkar Engineering Works,India,2019,India,IND,Kerri Engineering Works,7999_IND,83,Shanghai Xinbang International Trading
Wells Fargo Us Trade Service,United States,2019,United States,USA,Wells Fargo Us Trade Service,15961_USA,0,Shanghai Xinbang International Trading
Grace Trinity Inc.,United States,2020,United States,USA,Grace Trinity Inc,5580_USA,100,Shanghai Xinbang International Trading
"The Sea Food Co. Pte., Ltd.",Singapore,2019,Singapore,SGP,The Seafood Co Pte,1428_SGP,81,Shanghai Xinbang International Trading
Green Star International,Bangladesh,2020,Bangladesh,BGD,Green International,93_BGD,88,Shanghai Xinbang International Trading
Yu Jiun Machinery,Taiwan,2019,Taiwan,TWN,Yumin Machinery,1843_TWN,88,Shanghai Xinbang International Trading
Prada Taiwan Taiwan Brand,Taiwan,2020,Taiwan,TWN,Prada Taiwan Taiwan Brand,423_TWN,100,Shanghai Xinbang International Trading
Zhejiang Binkang Printing Dyeing,China,2020,China,CHN,Zhejiang Jiaye Printing Dyeing,4695_CHN,87,Shanghai Xinbang International Trading
Harburgfreudenberger Belisce,Croatia,2019,Croatia,HRV,Harburg Freundenberger Belisce,198_HRV,93,Shanghai Xinbang International Trading
Alex Connector,Taiwan,2020,Taiwan,TWN,Aec Connectors,4129_TWN,86,Shanghai Xinbang International Trading
China National Minerals,Australia,2020,Australia,AUS,China National Minerals,6238_AUS,100,Shanghai Xinbang International Trading
Coats Australian (Pty) Ltd.,Australia,2019,Australia,AUS,Chemiplas Australia (Pty) Ltd,2123_AUS,84,Shanghai Xinbang International Trading
Jinan Starma Intelligent Tech,China,2020,China,CHN,Jinan Starma Intelligent Tech,49923_CHN,0,Shanghai Xinbang International Trading
Wujiang Flying Textile,China,2020,China,CHN,Wujiang Flying Textile,12406_CHN,0,Shanghai Xinbang International Trading
Hbitoronto Office,Canada,2020,Canada,CAN,Hbi Toronto Office,1178_CAN,91,Shanghai Xinbang International Trading
Compania Del Mediterraneo Sugarland S L,Spain,2020,Spain,ESP,Compania Del Mediterraneo Sugarland S L,263_ESP,0,Shanghai Xinbang International Trading
Kendo Sport,Germany,2020,Germany,DEU,Kendo Sport,4279_DEU,0,Shanghai Xinbang International Trading
Navistar Dallas Pdc,United States,2019,United States,USA,Navistar Dallas Pdc,1887_USA,100,Shanghai Xinbang International Trading
Foshan Ella Trading,China,2020,China,CHN,Foshan Elephant Trading,4889_CHN,86,Shanghai Xinbang International Trading
Tetra Pak International S A,Switzerland,2019,Switzerland,CHE,Tetra Pak International S A,843_CHE,100,Shanghai Xinbang International Trading
Dear Cleo,United States,2020,United States,USA,Dear Cleo,1028_USA,0,Shanghai Xinbang International Trading
Kaizen System International Llc,United States,2019,United States,USA,Kaizen Systems Intenational,22947_USA,90,Shanghai Xinbang International Trading
Vf Corp,Belgium,2020,Belgium,BEL,Vf Corp,882_BEL,0,Shanghai Xinbang International Trading
Stretchline Hk,Hong Kong,2020,Hong Kong,HKG,Stretchline Hk,10409_HKG,0,Shanghai Xinbang International Trading
Promat Sp A,Italy,2019,Italy,ITA,Promat Sp A,4847_ITA,0,Shanghai Xinbang International Trading
Organo Corporation,Japan,2019,Japan,JPN,Ozax Corporation,177_JPN,82,Shanghai Xinbang International Trading
Wuxi Hongyuan Elektromechanical Technology,China,2019,China,CHN,Wuxi Hongyuan Elektromechanical Technology,21982_CHN,0,Shanghai Xinbang International Trading
Gcl Pte Ann Carriage Express Pte,Singapore,2019,Singapore,SGP,Ann Carriage Express Pte,5100_SGP,86,Shanghai Xinbang International Trading
Faal Group San Tic,Turkey,2019,Turkey,TUR,Faal Group San Tic,1613_TUR,0,Shanghai Xinbang International Trading
The Water Feature Pot Wholesalers,Australia,2019,Australia,AUS,The Water Feature Pot Wholesalers,1086_AUS,100,Shanghai Xinbang International Trading
Federal Trading,Mauritius,2020,Mauritius,MUS,Federal Trading,4_MUS,0,Shanghai Xinbang International Trading
Reggies Boutique,Australia,2019,Australia,AUS,Reggies Boutique,1997_AUS,0,Shanghai Xinbang International Trading
Prisma Logistics Gartner Sport,Italy,2020,Italy,ITA,Prisma Logistics Gartner Sport,1646_ITA,100,Shanghai Xinbang International Trading
Servicecom Sdn Bhd,Malaysia,2020,Malaysia,MYS,Servicecom Sdn Bhd,8683_MYS,0,Shanghai Xinbang International Trading
Prime Liquidators (Pty) Hendon Store,Australia,2019,Australia,AUS,Prime Liquidators (Pty) Hendon Store,3251_AUS,0,Shanghai Xinbang International Trading
Polfer Podzespoly Indukcyjne Spolka,Poland,2020,Poland,POL,Polfer Podzespoly Indukcyjne S A,925_POL,90,Shanghai Xinbang International Trading
Wang Tze Enterprise,Taiwan,2019,Taiwan,TWN,Bang Xie Enterprise,2606_TWN,84,Shanghai Xinbang International Trading
Just Jeans,Fiji,2019,Fiji,FJI,Just Jeans,93_FJI,0,Shanghai Xinbang International Trading
Tulloch Australia (Pty),Australia,2019,Australia,AUS,Tulloch Australia (Pty),268_AUS,0,Shanghai Xinbang International Trading
Hover Plastic Metal,Hong Kong,2020,Hong Kong,HKG,Hover Plastic Metal,6805_HKG,0,Shanghai Xinbang International Trading
Gordini Usa,Canada,2020,Canada,CAN,Gordini Usa,569_CAN,100,Shanghai Xinbang International Trading
L Elink Schuurman Tree,Netherlands,2020,Netherlands,NLD,L Elink Schuurman Tree,532_NLD,100,Shanghai Xinbang International Trading
Jiangxi H T Imp. Exp.,China,2020,China,CHN,Jiangxi H T Imp Exp,35700_CHN,100,Shanghai Xinbang International Trading
Molins S R O,Czech Republic,2020,Czech Republic,CZE,Molins S R O,385_CZE,0,Shanghai Xinbang International Trading
Idris Aquarium,Bahrain,2020,Bahrain,BHR,Idris Aquarium,35_BHR,100,Shanghai Xinbang International Trading
Guangdong Xinhai Knitting Industrial,China,2020,China,CHN,Guangdong Tianyin Industrial,13146_CHN,81,Shanghai Xinbang International Trading
Penfibre Sdn Bhd Fibre Division 13857 V,Malaysia,2019,Malaysia,MYS,Penfibre Sdn Bhd Fibre Division 13857 V,1037_MYS,100,Shanghai Xinbang International Trading
Abk Europe B V,Netherlands,2020,Netherlands,NLD,Abk Europe B V,1279_NLD,0,Shanghai Xinbang International Trading
Fast Shipping,Thailand,2020,Thailand,THA,Fast Shipping,4776_THA,100,Shanghai Xinbang International Trading
Tap Worldwide Llc,United States,2019,United States,USA,Tuuci Worldwide Llc,15885_USA,83,Shanghai Xinbang International Trading
Chongqing Qiulong Technology,China,2020,China,CHN,Chongqing Xinwei Technology,7952_CHN,84,Shanghai Xinbang International Trading
Fos International Ltd.,United Kingdom,2020,United Kingdom,GBR,Fos International Ltd,31_GBR,0,Shanghai Xinbang International Trading
Yen Hungan Thi Thon Sa,Vietnam,2020,Vietnam,VNM,Yen Hungan Thi Thon Sa,4913_VNM,0,Shanghai Xinbang International Trading
Charter Link Logistics Ningbo O B Deli Machinery,Hong Kong,2019,Hong Kong,HKG,Charter Link Logistics Ningbo O B Deli Machinery,11865_HKG,0,Shanghai Xinbang International Trading
Jiangmen Fengyuan Development,China,2020,China,CHN,Jiangmen Fengyuan Development F17 Block 1,6333_CHN,83,Shanghai Xinbang International Trading
Ningbo Maxima Electrical,China,2020,China,CHN,Ningbo Maxima Electrical,50621_CHN,100,Shanghai Xinbang International Trading
Gamatech Ag,Switzerland,2019,Switzerland,CHE,Gamatech Ag,376_CHE,0,Shanghai Xinbang International Trading
Aafes Logistics Japan Dc,Japan,2019,Japan,JPN,Aafes Logistics Japan Dc,3223_JPN,0,Shanghai Xinbang International Trading
Guangdong Shunde Hantec Building,China,2020,China,CHN,Guangdong Shunde Hantec Building,27689_CHN,0,Shanghai Xinbang International Trading
Nyltex,China,2020,China,CHN,Nyltex,17493_CHN,0,Shanghai Xinbang International Trading
Eagle Fair Ltd.,Hong Kong,2019,Hong Kong,HKG,Eagle Fair Ltd,5859_HKG,100,Shanghai Xinbang International Trading
An Textile,Pakistan,2020,Pakistan,PAK,Ajwa Textile,1370_PAK,82,Shanghai Xinbang International Trading
Samsung Electronics America Inc.,United States,2020,United States,USA,Samsung Electronics America,977_USA,93,Shanghai Xinbang International Trading
Vtw Australia,Australia,2020,Australia,AUS,Sw Australia,1750_AUS,88,Shanghai Xinbang International Trading
"Papradit Co., Ltd.",Thailand,2019,Thailand,THA,"Papradit Co, Ltd",6665_THA,0,Shanghai Xinbang International Trading
Oak Press Solutions,United States,2019,United States,USA,Oak Press Solutions,23124_USA,100,Shanghai Xinbang International Trading
Global Resources,United States,2020,United States,USA,Natgas Global Resources,6997_USA,82,Shanghai Xinbang International Trading
Statement Inspired Design Ltd.,New Zealand,2019,New Zealand,NZL,Statement Inspired Design Ltd,431_NZL,100,Shanghai Xinbang International Trading
American Chemet Carporation,United States,2019,United States,USA,American Greetings Corporation,216_USA,81,Shanghai Xinbang International Trading
Madera Lifestyle Concepts 10 F Vernida Iv Bldg,Philippines,2019,Philippines,PHL,Madera Lifestyle Concepts 10 F Vernida Iv Bldg,536_PHL,0,Shanghai Xinbang International Trading
Zhengzhou Joycan Machinery,China,2019,China,CHN,Zhengzhou Vtops Machinery,16009_CHN,82,Shanghai Xinbang International Trading
Jh Trim Vina,Vietnam,2020,Vietnam,VNM,Jh Jh Trim Vina,7322_VNM,89,Shanghai Xinbang International Trading
Zhongshan Huiyingbao Products,China,2019,China,CHN,Zhongshan Huiyingbao Products,21120_CHN,0,Shanghai Xinbang International Trading
Laxmi General Trading Llc,United Arab Emirates,2020,United Arab Emirates,ARE,Rasti Lari General Trading Llc,87_ARE,84,Shanghai Xinbang International Trading
Aura Business Ventures Llp,India,2019,India,IND,Aura Business Ventures Llp,5332_IND,0,Shanghai Xinbang International Trading
Compustock Sa De,Mexico,2019,Mexico,MEX,Compustock Sa De,204_MEX,0,Shanghai Xinbang International Trading
Create Biotech,Taiwan,2020,Taiwan,TWN,Create Biotech,7157_TWN,0,Shanghai Xinbang International Trading
Shiva Imp. & Exp.,India,2020,India,IND,Sethiya Imp & Exp,1487_IND,88,Shanghai Xinbang International Trading
Ykk Bangladesh Pte,Bangladesh,2019,Bangladesh,BGD,Ykk Bangladesh Pte,24_BGD,100,Shanghai Xinbang International Trading
Calorflex Srl,Italy,2020,Italy,ITA,Calorflex Srl,5340_ITA,0,Shanghai Xinbang International Trading
Guo Ze Dong Guan Packing Product,China,2020,China,CHN,Guo Ze Dong Guan Packing Products,32316_CHN,98,Shanghai Xinbang International Trading
Express International Development Ltd.,Hong Kong,2020,Hong Kong,HKG,Tri Union International Development Ltd,1254_HKG,82,Shanghai Xinbang International Trading
Foshan City Nanhai Honggang Cutting Mach,China,2020,China,CHN,Foshan City Nanhai Honggang Cutting Mach,32187_CHN,0,Shanghai Xinbang International Trading
Itochu Plastics Inc.,Japan,2019,Japan,JPN,Itochu Plastics Inc,5460_JPN,100,Shanghai Xinbang International Trading
York Saw Knife,United States,2019,United States,USA,York Saw Knife,24879_USA,0,Shanghai Xinbang International Trading
Kayel Asia Ltd. Room 1701,Hong Kong,2019,Hong Kong,HKG,Kayel Asia Ltd Room 1701,4131_HKG,0,Shanghai Xinbang International Trading
Chicos Fas,United States,2020,United States,USA,Chicos Fas,732_USA,0,Shanghai Xinbang International Trading
Habib Metropolitan Bank Momin Ghee,Pakistan,2020,Pakistan,PAK,Habib Metropolitan Bank,164_PAK,81,Shanghai Xinbang International Trading
Wm Metals Alloys Pte,Singapore,2019,Singapore,SGP,Wm Metals Alloys,5161_SGP,89,Shanghai Xinbang International Trading
Cooper Vision Singapore Lf Logist,Singapore,2020,Singapore,SGP,Cooper Vision Singapore Lf Logist,11505_SGP,0,Shanghai Xinbang International Trading
Ldk Garden,Spain,2020,Spain,ESP,Ldk Garden,388_ESP,100,Shanghai Xinbang International Trading
Sitib T Group Sp A,Italy,2020,Italy,ITA,Siti B T Group Sp A,2515_ITA,92,Shanghai Xinbang International Trading
The North Borneo Marble Co. Sdn Bhd,Malaysia,2019,Malaysia,MYS,The North Borneo Marble Co Sdn Bhd,4040_MYS,0,Shanghai Xinbang International Trading
Rishi Exim International,India,2019,India,IND,Regent Exim International,3522_IND,82,Shanghai Xinbang International Trading
Sn Corporation,India,2020,India,IND,Sunfood Corporation,3661_IND,85,Shanghai Xinbang International Trading
P T Industries (Pty),Australia,2019,Australia,AUS,Teralba Industries (Pty),1017_AUS,82,Shanghai Xinbang International Trading
Genesis Food Div Of Puresource Natural Products,Canada,2020,Canada,CAN,Genesis Food Div Of Puresource Natural Products,2109_CAN,100,Shanghai Xinbang International Trading
Nuovo Bv,Netherlands,2020,Netherlands,NLD,Nuovo Bv,3068_NLD,100,Shanghai Xinbang International Trading
Pantos Logistics Argentina,Argentina,2020,Argentina,ARG,Pantos Logistics Argentina,154_ARG,0,Shanghai Xinbang International Trading
Muvral Co. S A,Uruguay,2019,Uruguay,URY,Muvral Co S A,48_URY,100,Shanghai Xinbang International Trading
Manor Ag Basel Verteilzentrale Moehlin,Switzerland,2019,Switzerland,CHE,Manor Ag Basel Verteilzentrale Moehlin,405_CHE,0,Shanghai Xinbang International Trading
Sed Jsc,Vietnam,2020,Vietnam,VNM,Sed Jsc,1482_VNM,100,Shanghai Xinbang International Trading
Dallas Airmotive Dfw,United States,2019,United States,USA,Dallas Airmotive Dfw,7647_USA,0,Shanghai Xinbang International Trading
Barnett Corporation,United States,2020,United States,USA,Target Corporation,257_USA,86,Shanghai Xinbang International Trading
Huazhijie Plastic Building Material,China,2020,China,CHN,Huazhijie Plastic Building Material,15488_CHN,100,Shanghai Xinbang International Trading
Cargoaid Imp. Services Manila,Philippines,2019,Philippines,PHL,Cargoaid Imp Services Manila,2437_PHL,0,Shanghai Xinbang International Trading
Jiangyin City Xuan Teng Machinery Equipm,China,2020,China,CHN,Jiangyin City Xuan Teng Machinery Equipm,48384_CHN,0,Shanghai Xinbang International Trading
Apar Industries,India,2019,India,IND,Arlep Industries,5140_IND,84,Shanghai Xinbang International Trading
Exim Mfr Enterprise,Singapore,2019,Singapore,SGP,Exim Mfr Enterprise,3459_SGP,100,Shanghai Xinbang International Trading
Ocean Plastic,Taiwan,2020,Taiwan,TWN,Ocean Plastics,1374_TWN,96,Shanghai Xinbang International Trading
Cellsafe International Sdn Bhd,Malaysia,2020,Malaysia,MYS,Powerwell International Sdn Bhd,177_MYS,82,Shanghai Xinbang International Trading
Allied Enterprise,Hong Kong,2020,Hong Kong,HKG,Allied Enterprise,7171_HKG,0,Shanghai Xinbang International Trading
Xiamen O C Industrial Imp. Exp.,China,2019,China,CHN,Xiamen O C Industrial Imp Exp,39841_CHN,0,Shanghai Xinbang International Trading
Britex Enterprises,India,2019,India,IND,Bithika Enterprises,4535_IND,81,Shanghai Xinbang International Trading
Skechers Usa Canada,Canada,2020,Canada,CAN,Skechers Usa Canada,1486_CAN,100,Shanghai Xinbang International Trading
Radiant Lion Ltd. Taiwan Branch,Taiwan,2020,Taiwan,TWN,Radiant Lion Ltd Taiwan Branch,5005_TWN,0,Shanghai Xinbang International Trading
Uniqlo Malaysia Sfn Bhd,Malaysia,2020,Malaysia,MYS,Uniqlo Malaysia Sfn Bhd,4415_MYS,0,Shanghai Xinbang International Trading
Ds Smith Recycling Benelux B V,Netherlands,2020,Netherlands,NLD,Ds Smith Recycling Benelux,3719_NLD,93,Shanghai Xinbang International Trading
Basic Hardware Distributors (Pty),South Africa,2020,South Africa,ZAF,Basic Hardware Distributors (Pty),221_ZAF,0,Shanghai Xinbang International Trading
Qube International Pte,Singapore,2020,Singapore,SGP,Buxom International Pte,210_SGP,84,Shanghai Xinbang International Trading
Yiwu Wenyuan Stationery,China,2019,China,CHN,Yiwu Wenyuan Stationery,35400_CHN,100,Shanghai Xinbang International Trading
Bridgestone Golf Tour Operations Darrell,United States,2020,United States,USA,Bridgestone Golf Tour Operations Darrell,15667_USA,0,Shanghai Xinbang International Trading
Flow Waterjet Hong Kong Ltd.,China,2020,China,CHN,Flow Waterjet Hong Kong Ltd,14503_CHN,100,Shanghai Xinbang International Trading
B Braun Thailand,Thailand,2020,Thailand,THA,B Braun Thailand,3814_THA,0,Shanghai Xinbang International Trading
Nantong Huizhong International Trading C,China,2020,China,CHN,Nantong Hehong Internatiol Trade,5695_CHN,83,Shanghai Xinbang International Trading
Hanyang International O B Of Zhejiang Zaixin T,China,2019,China,CHN,Hanyang International O B Of Zhejiang Zaixin T,19466_CHN,0,Shanghai Xinbang International Trading
Bricesco Ltd.,United Kingdom,2020,United Kingdom,GBR,Bricesco Ltd,6511_GBR,0,Shanghai Xinbang International Trading
Spt Transimex,Thailand,2019,Thailand,THA,Spt Transimex,3028_THA,0,Shanghai Xinbang International Trading
Nantong Suhai International Trade Lt,China,2019,China,CHN,Nanjing Yuyanjia International Trade,4708_CHN,81,Shanghai Xinbang International Trading
Ku Kuan Nan Trading,Taiwan,2020,Taiwan,TWN,Ku Kua Nan Trading,127_TWN,97,Shanghai Xinbang International Trading
Celtia Home,Morocco,2019,Morocco,MAR,Celtia Home,88_MAR,0,Shanghai Xinbang International Trading
Abb Ab,Sweden,2019,Sweden,SWE,Abb Ab,331_SWE,100,Shanghai Xinbang International Trading
Der Yow Enterprise,Taiwan,2020,Taiwan,TWN,Der Jung Enterprise,4412_TWN,81,Shanghai Xinbang International Trading
Sun Nuclear Corporation,United States,2020,United States,USA,S N Cycle Corporation,1840_USA,82,Shanghai Xinbang International Trading
Boson Industries Ltd.,Hong Kong,2020,Hong Kong,HKG,Boson Industries Ltd,8563_HKG,0,Shanghai Xinbang International Trading
Bayer Australia Ltd. Dhl Warehouse,Australia,2019,Australia,AUS,Bayer Australia Ltd Dhl Warehouse,496_AUS,100,Shanghai Xinbang International Trading
Redrock Commons,United States,2019,United States,USA,Redrock Commons,15459_USA,0,Shanghai Xinbang International Trading
Rudong Chain Works,China,2019,China,CHN,Rudong Chain Works,27081_CHN,100,Shanghai Xinbang International Trading
W Wright Silverware Sheffield,United Kingdom,2020,United Kingdom,GBR,W Wright Silverware Sheffield,2028_GBR,0,Shanghai Xinbang International Trading
Lr Paris Lcc,United States,2020,United States,USA,Lr Paris Llc,7379_USA,92,Shanghai Xinbang International Trading
Fuzhou Minqian Arts Crafts,China,2019,China,CHN,Fuzhou Minqing Arts Craft,4750_CHN,94,Shanghai Xinbang International Trading
Vikas Laboratories,India,2020,India,IND,Vikas Laboratories,4360_IND,0,Shanghai Xinbang International Trading
Qinyang Aotian Machinery Mfg.,China,2020,China,CHN,Qinyang Shunfu Machinery Mfg,36998_CHN,82,Shanghai Xinbang International Trading
Shaheen Tyres Co. L L C,United Arab Emirates,2019,United Arab Emirates,ARE,Shaheen Tyres Co L L C,1218_ARE,0,Shanghai Xinbang International Trading
Glory Prosperity Enterprise Corp,Taiwan,2020,Taiwan,TWN,Glory Prosperity Enterprise Corp,432_TWN,100,Shanghai Xinbang International Trading
Ube Machinery Corporation,Singapore,2020,Singapore,SGP,Ube Machinery Corporation,9538_SGP,0,Shanghai Xinbang International Trading
Ingersoll Rand,China,2019,China,CHN,Ingersollrand,29342_CHN,89,Shanghai Xinbang International Trading
Ong Teng Ban Enterprise,Singapore,2020,Singapore,SGP,Ong Teng Ban Enterprise,13955_SGP,0,Shanghai Xinbang International Trading
Tianjin Huayang Valve,China,2020,China,CHN,Tianjin Huayuan Metal,18657_CHN,81,Shanghai Xinbang International Trading
Winimax Industrial,Taiwan,2019,Taiwan,TWN,Climatex Industrial,2234_TWN,81,Shanghai Xinbang International Trading
Radiant International Textile No K1 K2,Vietnam,2020,Vietnam,VNM,Radiant International Textile Co Lt,2850_VNM,88,Shanghai Xinbang International Trading
Scandinavian Tobacco Group,Denmark,2019,Denmark,DNK,Scandinavian Tobacco Group,473_DNK,0,Shanghai Xinbang International Trading
Univac Precision Engineering P L,Singapore,2020,Singapore,SGP,Champion Precision Engineering P L,1799_SGP,82,Shanghai Xinbang International Trading
Crane Process Flow Technologie Gmb H,Germany,2020,Germany,DEU,Crane Process Flow Technologie Gmb H,4850_DEU,100,Shanghai Xinbang International Trading
Gitarrverkstan Ab,Sweden,2019,Sweden,SWE,Gitarrverkstan Ab,1193_SWE,0,Shanghai Xinbang International Trading
Liaoning Jsd Wallpaper,China,2020,China,CHN,Liaoning Jsd Wallpaper,18652_CHN,0,Shanghai Xinbang International Trading
Ooo Gkhsz Glasstar,Russia,2019,Russia,RUS,Ooo Gkhsz Glasstar,1549_RUS,0,Shanghai Xinbang International Trading
Ningbo Topo Imp. Exp.,China,2020,China,CHN,Ningbo Youtuo Imp Exp,4089_CHN,85,Shanghai Xinbang International Trading
Power Carbide,China,2019,China,CHN,Power Carbide,20658_CHN,100,Shanghai Xinbang International Trading
Safa International General Trading Llc,Somalia,2020,Somalia,SOM,Safa International General Trading Llc Po Box,17_SOM,92,Shanghai Xinbang International Trading
Griffiths Griffithts,South Africa,2019,South Africa,ZAF,Griffiths Griffithts Country,339_ZAF,83,Shanghai Xinbang International Trading
Changzhou Farthest Machinery,China,2020,China,CHN,Changzhou Just Machinery,24172_CHN,85,Shanghai Xinbang International Trading
Linak A/S,Denmark,2019,Denmark,DNK,Linak A/S,733_DNK,0,Shanghai Xinbang International Trading
